time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-09-02T20:24:39.797Z,35.3721,140.4709,24.65,4.5,mb,64,116,2.001,0.69,us,us7000i4s2,2022-12-06T19:09:48.229Z,"15 km NNE of ?hara, Japan",earthquake,5.02,3.712,0.094,40,reviewed,us,us
2022-09-01T05:24:34.258Z,36.2765,140.9575,36.817,4.3,mb,20,202,2.233,0.29,us,us6000ii7b,2022-11-06T04:36:34.040Z,"33 km E of ?arai, Japan",earthquake,10.36,6.294,0.238,6,reviewed,us,us
2022-08-28T18:11:22.159Z,32.4329,142.4687,10,4.3,mb,29,130,2.338,1.15,us,us7000i5f2,2022-11-06T04:38:39.040Z,"Izu Islands, Japan region",earthquake,4.29,1.86,0.148,13,reviewed,us,us
2022-08-28T02:44:02.626Z,32.4697,142.4274,10,4.5,mb,26,118,2.294,0.69,us,us7000i5ea,2022-11-06T04:39:06.040Z,"Izu Islands, Japan region",earthquake,9.18,1.86,0.18,10,reviewed,us,us
2022-08-28T01:03:37.368Z,32.4833,142.4438,10,4.7,mb,40,118,2.303,0.54,us,us7000i300,2022-11-06T04:39:09.040Z,"Izu Islands, Japan region",earthquake,6.74,1.851,0.059,88,reviewed,us,us
2022-08-28T00:54:51.046Z,32.5011,142.4384,10,5.2,mww,219,92,2.294,0.52,us,us7000i2zw,2024-01-18T16:45:13.086Z,"Izu Islands, Japan region",earthquake,7.18,1.777,0.061,26,reviewed,us,us
2022-08-27T13:44:08.415Z,32.5313,142.6604,10,4.5,mb,23,146,2.467,0.99,us,us7000i4pm,2022-11-06T04:39:27.040Z,"Izu Islands, Japan region",earthquake,9.05,1.894,0.172,10,reviewed,us,us
2022-08-24T23:27:48.434Z,33.101,137.2631,382.266,4.3,mb,129,86,2.115,0.57,us,us7000i26u,2022-11-01T15:14:05.040Z,"near the south coast of Honshu, Japan",earthquake,3.46,6.317,0.056,89,reviewed,us,us
2022-08-22T21:04:56.609Z,33.317,141.8495,10,4.5,mb,53,112,1.718,0.48,us,us6000icvt,2022-11-01T15:12:53.040Z,"247 km SE of Katsuura, Japan",earthquake,7.47,1.834,0.09,36,reviewed,us,us
2022-08-21T02:51:52.414Z,33.7397,137.0669,369.093,4.2,mb,60,78,1.316,0.64,us,us6000icgr,2022-11-01T15:12:37.040Z,"85 km SSE of Toba, Japan",earthquake,9.32,7.393,0.044,144,reviewed,us,us
2022-08-18T04:06:45.411Z,35.5094,141.3104,35,4.9,mb,71,117,2.69,0.65,us,us6000ibs8,2024-01-18T16:43:59.835Z,"49 km ESE of Hasaki, Japan",earthquake,6.63,1.901,0.091,38,reviewed,us,us
2022-08-17T12:17:04.238Z,33.2573,141.8618,10,4.3,mb,27,139,1.723,0.56,us,us6000ibjq,2022-10-28T02:26:44.040Z,"253 km SE of Katsuura, Japan",earthquake,9.05,1.917,0.142,14,reviewed,us,us
2022-08-17T04:24:44.961Z,33.1235,141.7775,10,5.6,mww,62,71,1.648,0.46,us,us6000ibi3,2022-10-28T02:26:39.040Z,"261 km SSE of Katsuura, Japan",earthquake,7.39,1.819,0.054,33,reviewed,us,us
2022-08-15T20:21:19.153Z,32.406,142.3612,10,4.4,mb,53,112,2.26,0.69,us,us6000ib5n,2022-10-28T02:26:12.040Z,"Izu Islands, Japan region",earthquake,8.84,1.753,0.092,34,reviewed,us,us
2022-08-13T21:57:46.106Z,35.4802,140.9768,40.84,4.6,mb,111,116,2.427,0.44,us,us6000iam0,2022-10-28T02:25:46.040Z,"30 km SSE of Hasaki, Japan",earthquake,6.85,4.392,0.06,83,reviewed,us,us
2022-08-12T12:11:00.648Z,35.4776,140.9598,38.705,4.6,mb,84,100,2.413,0.49,us,us6000ia82,2022-10-21T23:21:01.040Z,"30 km SSE of Hasaki, Japan",earthquake,6.55,6.048,0.047,138,reviewed,us,us
2022-08-11T17:35:31.632Z,33.3476,141.0049,53.898,4.4,mb,39,115,1.025,0.75,us,us6000ic5x,2022-10-21T23:20:36.040Z,"209 km SSE of Katsuura, Japan",earthquake,2.68,6.194,0.12,20,reviewed,us,us
2022-08-09T08:03:12.931Z,35.6185,140.2179,61.831,4.3,mb,31,123,1.87,0.47,us,us6000ibvt,2022-10-21T23:19:38.040Z,"5 km SE of Yotsukaid?, Japan",earthquake,6.89,8.144,0.188,8,reviewed,us,us
2022-08-07T22:57:13.983Z,32.8798,142.5597,10,4.8,mb,53,90,2.319,0.47,us,us6000i8yl,2022-10-21T23:18:58.040Z,"Izu Islands, Japan region",earthquake,8.61,1.851,0.062,80,reviewed,us,us
2022-08-07T22:19:11.434Z,33.027,142.6504,10,4.1,mb,16,130,2.383,0.37,us,us6000ibcy,2022-10-21T23:18:57.040Z,"off the east coast of Honshu, Japan",earthquake,9.13,1.937,0.369,2,reviewed,us,us
2022-08-07T18:15:00.495Z,32.703,142.6331,10,4.4,mb,29,140,2.407,0.91,us,us6000i8xe,2022-10-21T23:18:54.040Z,"Izu Islands, Japan region",earthquake,10.04,1.908,0.143,14,reviewed,us,us
2022-08-07T17:10:40.078Z,32.7635,142.5046,10,4.7,mb,20,136,2.29,0.62,us,us6000i8x7,2022-10-21T23:18:53.040Z,"Izu Islands, Japan region",earthquake,5.27,1.923,0.225,7,reviewed,us,us
2022-08-07T12:52:36.064Z,32.5315,142.5428,10,4.6,mb,72,119,2.37,0.66,us,us6000i8vs,2024-01-18T16:42:45.442Z,"Izu Islands, Japan region",earthquake,6.82,1.395,0.045,148,reviewed,us,us
2022-08-07T08:49:39.176Z,35.4703,137.0983,277.743,4.2,mb,35,73,0.133,0.64,us,us6000i8uy,2022-10-21T23:18:44.040Z,"6 km NNW of Mitake, Japan",earthquake,6.39,3.645,0.125,18,reviewed,us,us
2022-08-07T05:21:25.770Z,32.6374,142.4508,10,4.2,mb,25,126,2.27,0.61,us,us6000ibcb,2022-10-21T23:18:40.040Z,"Izu Islands, Japan region",earthquake,9.23,1.772,0.187,11,reviewed,us,us
2022-08-06T13:19:33.955Z,32.5378,142.5242,10,4.6,mb,32,123,2.354,0.91,us,us6000i8n0,2022-10-21T23:18:28.040Z,"Izu Islands, Japan region",earthquake,11.34,1.882,0.053,121,reviewed,us,us
2022-08-06T12:53:34.787Z,32.7162,142.4813,10,4.4,mb,21,127,2.279,0.61,us,us6000ibbq,2022-10-21T23:18:28.040Z,"Izu Islands, Japan region",earthquake,9.22,1.918,0.17,12,reviewed,us,us
2022-08-06T12:45:09.890Z,32.7787,142.4769,10,4.8,mb,34,133,2.264,0.43,us,us6000ibbp,2022-10-21T23:18:28.040Z,"Izu Islands, Japan region",earthquake,9.53,1.908,0.131,24,reviewed,us,us
2022-08-06T12:43:50.832Z,32.74,142.4473,10,4.8,mww,75,114,2.246,0.54,us,us6000i8mm,2022-10-21T23:18:28.040Z,"Izu Islands, Japan region",earthquake,9.15,1.878,0.069,20,reviewed,us,us
2022-08-06T12:23:46.965Z,36.2828,141.0919,22.83,5,mww,112,113,1.16,0.37,us,us6000i8mk,2022-12-06T19:20:02.992Z,"45 km E of ?arai, Japan",earthquake,6.64,4.478,0.073,18,reviewed,us,us
2022-08-06T09:42:38.199Z,32.5599,142.514,10,4.7,mb,53,113,2.34,0.59,us,us6000i8m3,2022-10-21T23:18:25.040Z,"Izu Islands, Japan region",earthquake,9.03,1.87,0.065,76,reviewed,us,us
2022-08-05T20:06:26.011Z,33.2108,141.7787,10,4.5,mb,121,97,1.651,0.53,us,us6000i8i7,2022-10-12T14:50:58.040Z,"253 km SSE of Katsuura, Japan",earthquake,6.91,1.839,0.05,125,reviewed,us,us
2022-08-05T11:34:33.637Z,32.7581,142.4272,10,4.9,mww,103,97,2.226,0.53,us,us6000i8d6,2022-10-12T14:50:52.040Z,"Izu Islands, Japan region",earthquake,8.47,1.853,0.056,31,reviewed,us,us
2022-08-04T19:29:25.523Z,32.5537,142.4102,10,4.4,mb,48,129,2.256,0.63,us,us6000i856,2022-10-12T14:50:40.040Z,"Izu Islands, Japan region",earthquake,4.5,1.867,0.103,31,reviewed,us,us
2022-08-04T19:23:54.400Z,32.692,142.6424,10,4.5,mb,36,112,2.417,1.07,us,us6000ib2f,2022-10-12T14:51:47.040Z,"Izu Islands, Japan region",earthquake,6.37,1.694,0.164,11,reviewed,us,us
2022-08-04T18:07:03.347Z,32.5697,142.2925,10,5,mww,208,34,2.156,0.76,us,us6000i8ea,2022-10-12T14:50:56.040Z,"Izu Islands, Japan region",earthquake,8.12,1.805,0.093,11,reviewed,us,us
2022-08-04T18:06:17.358Z,32.5735,142.3372,10,5.1,mww,166,37,2.192,0.58,us,us6000i83n,2022-10-12T14:50:39.040Z,"Izu Islands, Japan region",earthquake,8.89,1.788,0.078,16,reviewed,us,us
2022-08-04T17:48:56.414Z,32.6136,142.4854,10,4.2,mb,21,206,2.303,0.56,us,us6000ib23,2022-10-12T14:51:44.040Z,"Izu Islands, Japan region",earthquake,10.78,1.92,0.215,6,reviewed,us,us
2022-08-04T17:38:05.941Z,32.4848,142.3954,10,4.4,mb,23,146,2.263,0.74,us,us6000ib2c,2022-10-12T14:51:47.040Z,"Izu Islands, Japan region",earthquake,10.35,1.941,0.189,8,reviewed,us,us
2022-08-04T17:34:57.424Z,32.5384,142.4003,10,5.1,mww,175,39,2.252,0.62,us,us6000i83a,2022-10-12T14:50:38.040Z,"Izu Islands, Japan region",earthquake,7.61,1.812,0.061,26,reviewed,us,us
2022-08-04T17:30:05.947Z,32.5368,142.5305,10,4.3,mb,18,297,2.359,1.03,us,us6000ib24,2022-10-12T14:51:44.040Z,"Izu Islands, Japan region",earthquake,11.61,1.99,0.218,6,reviewed,us,us
2022-08-04T17:28:29.829Z,32.6084,142.3919,10,4.5,mb,60,88,2.228,0.61,us,us6000i838,2022-10-12T14:50:37.040Z,"Izu Islands, Japan region",earthquake,9.14,1.816,0.096,33,reviewed,us,us
2022-08-04T15:54:43.353Z,32.6714,142.4168,10,4.4,mb,72,88,2.234,0.58,us,us6000i81y,2024-01-18T16:42:25.289Z,"Izu Islands, Japan region",earthquake,8.21,1.819,0.083,49,reviewed,us,us
2022-08-04T14:58:16.816Z,32.5998,142.4208,10,4.3,mb,30,136,2.254,0.89,us,us6000ib1w,2022-10-12T14:51:42.040Z,"Izu Islands, Japan region",earthquake,10.91,1.917,0.148,16,reviewed,us,us
2022-08-04T14:41:20.628Z,32.7239,142.4939,10,5,mb,70,99,2.288,1.2,us,us6000i814,2022-10-12T14:50:34.040Z,"Izu Islands, Japan region",earthquake,3.77,1.837,0.031,333,reviewed,us,us
2022-08-04T12:59:13.688Z,32.6816,142.2226,10,4.2,mb,28,127,2.072,0.86,us,us6000ib1r,2022-10-12T14:51:42.040Z,"Izu Islands, Japan region",earthquake,7.47,1.834,0.236,5,reviewed,us,us
2022-08-04T10:54:56.829Z,32.7399,142.4397,10,4.6,mb,68,116,2.24,0.72,us,us6000i808,2022-10-12T14:50:32.040Z,"Izu Islands, Japan region",earthquake,7.86,1.85,0.041,182,reviewed,us,us
2022-08-04T08:52:38.170Z,32.7327,142.5305,10,4.4,mb,53,113,2.316,0.58,us,us6000i803,2022-10-12T14:50:31.040Z,"Izu Islands, Japan region",earthquake,6.94,1.844,0.103,27,reviewed,us,us
2022-08-04T07:03:12.674Z,32.6185,142.5169,10,4.3,mb,26,136,2.328,0.38,us,us6000i7zr,2022-10-12T14:50:30.040Z,"Izu Islands, Japan region",earthquake,8.86,1.903,0.201,7,reviewed,us,us
2022-08-04T06:52:55.776Z,32.6279,142.5041,10,4.5,mb,45,122,2.316,0.48,us,us6000i7zq,2022-10-12T14:50:29.040Z,"Izu Islands, Japan region",earthquake,8.98,1.632,0.118,21,reviewed,us,us
2022-08-04T06:50:07.761Z,32.7111,142.5068,10,4.4,mb,23,136,2.301,0.48,us,us6000ib1q,2022-10-12T14:51:42.040Z,"Izu Islands, Japan region",earthquake,10.8,1.926,0.169,11,reviewed,us,us
2022-08-04T04:28:18.886Z,32.4793,142.4437,10,4.8,mb,61,105,2.304,0.46,us,us6000i7yw,2022-10-12T14:50:25.040Z,"Izu Islands, Japan region",earthquake,8.36,1.834,0.035,251,reviewed,us,us
2022-08-04T04:27:53.780Z,32.6357,142.324,10,4.1,mb,19,122,2.192,0.79,us,us6000ib2i,2022-10-12T14:51:48.040Z,"Izu Islands, Japan region",earthquake,7.64,1.89,0.233,5,reviewed,us,us
2022-08-04T04:27:13.774Z,32.5008,142.4326,10,4.4,mb,19,150,2.289,0.25,us,us6000ib1n,2022-10-12T14:51:41.040Z,"Izu Islands, Japan region",earthquake,9.78,1.935,0.269,4,reviewed,us,us
2022-08-04T03:57:59.910Z,32.6061,142.5651,10,4.8,mb,49,112,2.371,0.8,us,us6000i7yx,2022-10-12T14:50:26.040Z,"Izu Islands, Japan region",earthquake,8.89,1.848,0.06,85,reviewed,us,us
2022-08-04T03:57:35.434Z,32.6517,142.6192,10,4,mb,20,130,2.405,0.6,us,us6000ib2k,2022-10-12T14:51:48.040Z,"Izu Islands, Japan region",earthquake,5.71,1.862,0.365,2,reviewed,us,us
2022-08-04T03:51:28.231Z,32.7172,142.4545,10,5,mb,78,152,2.256,0.74,us,us6000i7y3,2022-10-12T14:50:24.040Z,"Izu Islands, Japan region",earthquake,7.84,1.926,0.042,180,reviewed,us,us
2022-08-04T03:51:08.920Z,32.5872,142.4195,10,4.5,mb,62,128,2.256,0.59,us,us6000i7yt,2022-10-12T14:50:25.040Z,"Izu Islands, Japan region",earthquake,6.54,1.616,0.097,31,reviewed,us,us
2022-08-04T03:45:30.814Z,32.7369,142.6598,10,4.4,mb,33,128,2.423,0.93,us,us6000ib1f,2022-10-12T14:51:39.040Z,"Izu Islands, Japan region",earthquake,8.53,1.939,0.19,17,reviewed,us,us
2022-08-04T03:39:45.898Z,32.6119,142.5292,11.525,5.7,mww,319,26,2.34,0.54,us,us6000i7xr,2022-10-12T14:50:23.040Z,"Izu Islands, Japan region",earthquake,6.91,2.897,0.053,34,reviewed,us,us
2022-08-04T03:38:41.600Z,32.6071,142.5074,10,5,mb,49,59,2.323,0.91,us,us6000ib1m,2024-01-18T16:42:21.847Z,"Izu Islands, Japan region",earthquake,5.69,1.83,0.163,12,reviewed,us,us
2022-08-04T03:36:22.542Z,32.7323,142.4576,10,5.3,mww,132,31,2.256,0.45,us,us6000i7xq,2022-10-12T14:50:23.040Z,"Izu Islands, Japan region",earthquake,7.36,1.733,0.075,17,reviewed,us,us
2022-08-04T03:29:56.901Z,32.7228,142.4665,10,4.9,mww,197,41,2.265,0.64,us,us6000i7xm,2022-10-12T14:50:22.040Z,"Izu Islands, Japan region",earthquake,4.31,1.595,0.098,10,reviewed,us,us
2022-08-04T03:26:33.801Z,32.5627,142.4613,10,4.4,mb,77,126,2.296,0.59,us,us6000i7xn,2022-10-12T14:50:22.040Z,"Izu Islands, Japan region",earthquake,7.62,1.542,0.083,42,reviewed,us,us
2022-08-03T17:54:55.270Z,32.4627,142.3754,10,4.1,mb,25,204,2.254,0.54,us,us6000ia9y,2022-10-12T14:51:36.040Z,"Izu Islands, Japan region",earthquake,8.57,1.7,0.185,8,reviewed,us,us
2022-08-03T14:24:36.024Z,32.659,142.5908,10,4.2,mb,39,136,2.38,0.5,us,us6000ia9p,2022-10-12T14:51:34.040Z,"Izu Islands, Japan region",earthquake,4.55,1.908,0.146,13,reviewed,us,us
2022-08-03T06:01:36.763Z,32.6268,142.3903,10,4.4,mb,50,113,2.222,0.75,us,us6000i7p6,2022-10-12T14:50:10.040Z,"Izu Islands, Japan region",earthquake,9.51,1.819,0.097,31,reviewed,us,us
2022-08-03T02:47:18.712Z,32.3155,142.4427,16.94,4.2,mb,16,156,2.355,0.26,us,us6000ia90,2022-10-12T14:51:29.040Z,"Izu Islands, Japan region",earthquake,7.4,5.634,0.216,6,reviewed,us,us
2022-08-02T06:25:13.310Z,32.3569,142.4082,10,4.3,mb,35,136,2.314,0.43,us,us6000i7dm,2022-10-12T14:49:50.040Z,"Izu Islands, Japan region",earthquake,6.54,1.858,0.129,17,reviewed,us,us
2022-07-31T20:16:16.482Z,32.407,142.4263,16.233,4.4,mb,70,112,2.312,0.95,us,us6000i718,2022-10-12T14:49:22.040Z,"Izu Islands, Japan region",earthquake,7.46,3.732,0.088,37,reviewed,us,us
2022-07-31T18:50:12.271Z,32.4716,142.458,10,5.3,mb,147,30,2.318,0.56,us,us6000i70n,2022-10-12T14:49:19.040Z,"Izu Islands, Japan region",earthquake,7.5,1.825,0.025,568,reviewed,us,us
2022-07-31T18:48:28.209Z,32.4967,142.4713,10,5,mww,60,93,2.321,0.66,us,us6000i70w,2022-10-12T14:49:20.040Z,"Izu Islands, Japan region",earthquake,8.67,1.866,0.075,17,reviewed,us,us
2022-07-31T16:09:57.074Z,32.4298,142.2609,10,4.6,mb,32,118,2.172,0.44,us,us6000i9q3,2022-10-12T14:51:10.040Z,"Izu Islands, Japan region",earthquake,9.47,1.469,0.132,17,reviewed,us,us
2022-07-31T16:07:53.723Z,32.6577,142.406,10,4.4,mb,36,126,2.228,0.54,us,us6000i6zy,2022-10-12T14:49:16.040Z,"Izu Islands, Japan region",earthquake,10.4,1.885,0.123,19,reviewed,us,us
2022-07-31T15:40:16.652Z,32.5076,142.3964,10,4.6,mb,52,123,2.258,0.37,us,us6000i6zt,2022-10-12T14:49:16.040Z,"Izu Islands, Japan region",earthquake,11.43,1.881,0.05,122,reviewed,us,us
2022-07-31T15:24:11.941Z,32.5322,142.4402,10,4.5,mb,66,109,2.287,0.51,us,us6000i6zp,2022-10-12T14:49:15.040Z,"Izu Islands, Japan region",earthquake,9.37,1.853,0.064,74,reviewed,us,us
2022-07-31T14:51:49.043Z,32.4444,142.6038,10,4.4,mb,31,118,2.444,0.47,us,us6000i9pz,2022-10-12T14:51:09.040Z,"Izu Islands, Japan region",earthquake,6.19,1.824,0.17,11,reviewed,us,us
2022-07-31T14:47:09.669Z,32.4923,142.407,14.25,4.4,mb,68,56,2.271,0.41,us,us6000i9qa,2022-10-12T14:51:13.040Z,"Izu Islands, Japan region",earthquake,9.47,2.308,0.081,47,reviewed,us,us
2022-07-31T14:44:44.290Z,32.5029,142.3213,10,4.4,mb,40,98,2.198,0.44,us,us6000i9qp,2022-10-12T14:51:15.040Z,"Izu Islands, Japan region",earthquake,6.13,1.878,0.115,25,reviewed,us,us
2022-07-31T14:43:57.823Z,32.5437,142.4883,10,4.7,mb,74,133,2.323,0.37,us,us6000i6zj,2022-10-12T14:49:15.040Z,"Izu Islands, Japan region",earthquake,9.63,1.88,0.039,205,reviewed,us,us
2022-07-31T12:08:09.141Z,32.4798,142.4383,10,4.3,mb,31,117,2.299,0.44,us,us6000i9py,2022-10-12T14:51:08.040Z,"Izu Islands, Japan region",earthquake,8.37,1.892,0.142,14,reviewed,us,us
2022-07-31T07:30:50.337Z,32.5274,142.4882,10,4.5,mb,43,126,2.327,0.38,us,us6000i6xd,2022-10-12T14:49:09.040Z,"Izu Islands, Japan region",earthquake,11.69,1.888,0.082,44,reviewed,us,us
2022-07-31T06:07:16.713Z,32.5286,142.4468,10,4.1,mb,27,112,2.293,0.26,us,us6000i9ps,2022-10-12T14:51:07.040Z,"Izu Islands, Japan region",earthquake,9.97,1.688,0.151,14,reviewed,us,us
2022-07-29T21:17:24.600Z,32.7657,142.0354,10,4.8,mww,47,131,3.734,0.94,us,us6000i6n6,2022-10-01T22:09:31.040Z,"Izu Islands, Japan region",earthquake,10.44,1.887,0.08,15,reviewed,us,us
2022-07-29T20:42:27.154Z,32.5037,142.3658,10,4.7,mb,80,49,2.234,0.73,us,us6000i6mu,2022-10-01T22:09:31.040Z,"Izu Islands, Japan region",earthquake,8.36,1.795,0.045,158,reviewed,us,us
2022-07-29T20:38:54.794Z,32.5184,142.3411,10,4.2,mb,33,128,2.21,0.73,us,us6000i94i,2022-10-01T22:09:39.040Z,"Izu Islands, Japan region",earthquake,8.62,1.902,0.159,11,reviewed,us,us
2022-07-29T20:19:03.064Z,32.6476,142.3009,10,4.3,mb,37,127,2.144,0.78,us,us6000i6mk,2022-10-01T22:09:31.040Z,"Izu Islands, Japan region",earthquake,10.18,1.889,0.177,9,reviewed,us,us
2022-07-29T19:49:33.353Z,32.514,142.3255,10,5.2,mww,148,93,2.198,0.64,us,us6000i6md,2022-10-01T22:09:30.040Z,"Izu Islands, Japan region",earthquake,8.44,1.775,0.057,30,reviewed,us,us
2022-07-29T19:22:38.214Z,32.4623,142.4771,10,4.3,mb,39,130,2.336,0.79,us,us6000i6m4,2022-10-01T22:09:30.040Z,"Izu Islands, Japan region",earthquake,9.44,1.876,0.125,19,reviewed,us,us
2022-07-29T18:21:12.789Z,32.447,142.2579,10,4.3,mb,52,93,2.164,0.57,us,us6000i6lp,2022-10-01T22:09:30.040Z,"Izu Islands, Japan region",earthquake,9.65,1.844,0.099,32,reviewed,us,us
2022-07-29T18:16:33.152Z,32.4743,142.3981,10,4.6,mb,85,123,2.269,0.68,us,us6000i6lj,2022-10-01T22:09:30.040Z,"Izu Islands, Japan region",earthquake,5.19,1.782,0.062,84,reviewed,us,us
2022-07-29T18:11:28.835Z,32.5469,142.3318,10,4.3,mb,48,113,2.194,0.8,us,us6000i6ll,2022-10-01T22:09:30.040Z,"Izu Islands, Japan region",earthquake,9.53,1.842,0.107,27,reviewed,us,us
2022-07-29T18:08:01.318Z,32.4334,142.386,10,4.3,mb,28,129,2.271,0.54,us,us6000i94m,2022-10-01T22:09:40.040Z,"Izu Islands, Japan region",earthquake,6.11,1.904,0.177,9,reviewed,us,us
2022-07-29T18:07:12.308Z,32.4265,142.3121,10,4.3,mb,38,127,2.214,0.55,us,us6000i94f,2024-01-18T16:41:47.472Z,"Izu Islands, Japan region",earthquake,9.9,1.569,0.129,18,reviewed,us,us
2022-07-29T18:00:56.353Z,32.4698,142.2526,10,5.3,mww,150,88,2.153,0.66,us,us6000i6l8,2022-10-01T22:09:30.040Z,"Izu Islands, Japan region",earthquake,8.81,1.772,0.047,44,reviewed,us,us
2022-07-29T17:53:49.604Z,32.5137,142.4467,10,4.1,mb,47,136,2.297,0.96,us,us6000i94d,2022-10-01T22:09:39.040Z,"Izu Islands, Japan region",earthquake,8.01,1.784,0.117,21,reviewed,us,us
2022-07-29T14:40:34.795Z,34.5976,138.3499,230.336,4.2,mb,65,93,0.159,0.46,us,us6000i945,2022-10-01T22:09:39.040Z,"12 km E of ?yama, Japan",earthquake,7.9,3.687,0.073,53,reviewed,us,us
2022-07-29T00:07:17.792Z,32.5156,142.5848,10,4.6,mb,65,136,2.409,0.73,us,us6000i6cn,2022-10-01T22:09:28.040Z,"Izu Islands, Japan region",earthquake,8.49,1.884,0.074,54,reviewed,us,us
2022-07-28T22:55:33.521Z,32.4831,142.6092,10,4.4,mb,40,139,2.437,0.67,us,us6000i6bx,2022-10-01T22:09:28.040Z,"Izu Islands, Japan region",earthquake,7.35,1.894,0.114,22,reviewed,us,us
2022-07-28T21:36:14.441Z,35.5418,140.3247,62.638,4,mb,35,137,1.956,0.46,us,us6000i6bd,2022-10-01T22:09:28.040Z,"2 km NNE of ?ami, Japan",earthquake,7.46,4.126,0.157,11,reviewed,us,us
2022-07-28T19:52:27.254Z,32.4751,142.4278,10,5.4,mww,134,30,2.292,0.63,us,us6000i69v,2022-10-01T22:09:27.040Z,"Izu Islands, Japan region",earthquake,8.29,1.803,0.042,54,reviewed,us,us
2022-07-24T08:29:52.604Z,35.996,139.9304,54.579,4.5,mb,47,135,1.494,0.35,us,us7000ht3z,2022-11-25T13:42:42.293Z,"5 km WSW of Mitsukaid?, Japan",earthquake,3.32,7.109,0.097,36,reviewed,us,us
2022-07-19T10:15:35.060Z,35.8655,141.1011,35,4.2,mb,26,135,2.434,0.37,us,us6000i66x,2022-09-27T16:57:04.040Z,"28 km ENE of Hasaki, Japan",earthquake,7.14,1.947,0.159,11,reviewed,us,us
2022-07-17T16:15:43.162Z,33.1012,141.9984,10,4.6,mb,50,113,1.833,0.68,us,us6000i39x,2022-09-27T16:56:57.040Z,"274 km SE of Katsuura, Japan",earthquake,8.7,1.8,0.079,48,reviewed,us,us
2022-07-16T23:45:46.600Z,33.5952,141.8296,10,4.4,mb,17,161,1.754,0.4,us,us6000i34j,2022-09-27T16:56:54.040Z,"221 km SE of Katsuura, Japan",earthquake,4.29,1.961,0.218,6,reviewed,us,us
2022-07-16T23:36:20.203Z,33.6117,141.9585,14.04,4.2,mb,18,127,1.861,0.7,us,us6000i34h,2022-09-27T16:56:54.040Z,"227 km SE of Katsuura, Japan",earthquake,5.1,6.8,0.237,6,reviewed,us,us
2022-07-16T01:58:53.673Z,36.185,140.8905,80.29,4.5,mb,25,157,2.193,1,us,us7000htcb,2022-09-27T16:57:16.040Z,"31 km ESE of ?arai, Japan",earthquake,4.5,11.2,0.192,9,reviewed,us,us
2022-07-13T21:17:55.604Z,34.7236,136.9963,336.185,4.3,mb,67,60,0.626,0.86,us,us6000i27y,2022-09-24T21:25:43.040Z,"5 km ENE of Toyohama, Japan",earthquake,8.55,5.691,0.087,37,reviewed,us,us
2022-07-13T20:34:12.372Z,34.1846,140.3605,67.08,4.3,mb,26,143,1.159,0.42,us,us7000hsfn,2022-09-24T21:25:43.040Z,"99 km SSE of Tateyama, Japan",earthquake,7.7,8.5,0.187,8,reviewed,us,us
2022-07-12T03:08:55.527Z,33.2098,141.8283,10,4.7,mb,72,88,1.692,0.49,us,us6000i1qp,2022-09-24T21:25:53.040Z,"256 km SSE of Katsuura, Japan",earthquake,7.5,1.8,0.045,147,reviewed,us,us
2022-07-10T13:16:58.165Z,34.1404,142.2852,10,4.4,mb,46,131,2.302,0.46,us,us6000i3gk,2022-09-24T21:26:02.040Z,"212 km ESE of Katsuura, Japan",earthquake,6.16,1.857,0.112,25,reviewed,us,us
2022-07-09T11:10:57.716Z,36.2837,142.0466,31.449,4.3,mb,20,180,3.106,0.37,us,us6000i176,2022-09-24T21:26:07.040Z,"125 km ENE of Hasaki, Japan",earthquake,9.29,8.602,0.188,8,reviewed,us,us
2022-07-07T10:33:19.889Z,33.9518,141.6333,10,4.5,mb,46,90,1.733,1.38,us,us6000i23q,2022-09-13T06:26:08.040Z,"off the east coast of Honshu, Japan",earthquake,7.1,1.5,0.115,22,reviewed,us,us
2022-07-05T22:57:37.361Z,33.1747,141.985,10,4.8,mb,119,115,1.822,0.38,us,us6000i054,2022-09-13T06:22:47.040Z,"267 km SE of Katsuura, Japan",earthquake,9.2,1.853,0.036,235,reviewed,us,us
2022-07-05T22:20:57.717Z,33.21,142.0025,10,4.9,mb,107,98,1.838,0.6,us,us6000i04v,2022-09-13T06:22:46.040Z,"265 km SE of Katsuura, Japan",earthquake,5.91,1.805,0.035,254,reviewed,us,us
2022-07-05T00:51:18.549Z,34.319,139.9896,93.895,4.6,mb,80,126,1.209,0.63,us,us6000hzwc,2022-09-13T06:22:19.040Z,"74 km S of Tateyama, Japan",earthquake,6.72,5.736,0.038,204,reviewed,us,us
2022-07-02T18:49:57.393Z,33.0879,142.0649,10,4.9,mb,122,57,1.89,0.69,us,us6000hzfe,2022-09-13T06:21:09.040Z,"279 km SE of Katsuura, Japan",earthquake,7.24,1.803,0.031,335,reviewed,us,us
2022-07-02T12:53:31.403Z,33.1734,141.9893,10,4.9,mb,135,88,1.826,0.39,us,us6000hzdw,2022-09-13T06:20:57.040Z,"267 km SE of Katsuura, Japan",earthquake,5.8,1.8,0.029,389,reviewed,us,us
2022-06-25T22:25:21.245Z,33.372,142.1264,10,4.2,mb,18,164,1.954,0.57,us,us6000hyti,2022-09-03T21:03:21.040Z,"257 km SE of Katsuura, Japan",earthquake,9.6,2,0.214,6,reviewed,us,us
